e 	5923831
s 	3838864
 d	3269573
es	2730901
é	2618499
t 	2513261
de	2492579
 l	2423344
re	2230300
le	2103375
en	2014700
on	1841971
nt	1839218
 e	1786463
 p	1701957
n 	1581144
 a	1565070
, 	1561628
te	1482020
an	1430899
 s	1370433
 c	1285583
r 	1128641
la	1120419
a 	1103666
er	1102865
me	1058989
ne	1058812
ti	1058139
ur	1054170
ou	1042334
ie	1021020
is	1014269
qu	979509
in	979046
se	970908
ar	914550
it	899438
ai	892260
et	875457
ue	864180
ns	819138
ra	780240
co	775328
st	750678
ce	749837
u 	710977
tr	707258
ri	706081
 m	685935
. 	682062
io	656491
at	649158
au	642023
or	638030
 r	630853
eu	629358
pa	627965
un	607873
al	598497
ve	589447
ta	586063
il	562478
em	559887
li	556942
 t	554293
ro	547720
po	537348
pr	532076
si	528818
ll	520344
̀ 	508171
so	505318
ui	501248
pe	491360
 f	486778
è	485446
us	484361
 q	472730
à	469098
el	466005
om	449804
ma	448721
oi	444799
rt	441522
ir	437520
nd	436285
nc	435653
rs	432159
ss	429544
ch	429435
du	419763
l'	413364
́ 	411672
i 	410275
 u	404767
l 	404590
e,	402153
ut	400028
 n	395811
ge	366311
na	358662
́e	343991
di	342212
ni	339495
sa	331065
to	330354
s,	329701
he	326680
da	325769
 i	325083
mi	317510
 L	316967
nn	314525
 v	313715
lo	313527
d'	312455
as	311157
pl	309155
su	306012
lu	297371
 o	295188
ac	294764
ci	294644
ic	294464
vi	293922
ec	292957
no	283148
 1	282740
mp	276363
ux	267975
av	267066
'e	266436
'a	264375
ca	261551
́r	260396
mo	258586
́s	255076
́t	255063
iq	253209
x 	252210
 C	248866
ol	242633
ct	242161
ts	233671
ag	232976
ha	231477
.
	228052
mm	227264
 b	226089
e.	226008
va	223076
fi	219321
ul	217620
am	212203
tu	210949
 g	207503
ap	204971
 S	204933
iv	201232
im	199382
́c	199055
uv	197095
os	196671
tt	194704
Le	193735
bl	193343
 (	188940
s.	188056
 P	187615
fo	183224
 M	178406
do	177932
fa	168867
d 	167152
̂t	164996
ig	164121
 A	163766
ia	163167
rm	161852
ng	161774
 j	160908
rr	159727
op	156848
rd	156424
gr	156192
19	155916
ab	154234
̀r	153742
oc	153129
vo	151487
ot	150384
c 	149565
 B	148709
mb	144510
« 	142569
fe	142521
 »	142320
id	141883
hi	141598
ea	141505
br	139361
ê	138886
 2	134191
rc	134015
pu	133893
 D	133671
ex	133204
cu	133097
cr	133065
ba	131329
pi	130070
ga	129739
rn	127487
cl	126938
if	126165
 E	125962
 «	125877
ep	123554
t,	121810
sp	121645
gi	120980
ad	120004
gn	119914
'i	119704
 h	119197
pp	118050
́g	117951
ff	116896
ei	113418
'u	111607
̀s	111223
ho	111167
00	109913
uc	109449
 T	108011
́p	107947
 I	107239
be	107043
La	106192
 R	106149
up	105869
th	105491
n,	105116
 F	104252
 G	102113
 :	101458
ua	100305
gu	99789
bi	98651
y 	98053
dr	97977
ev	97965
ru	97727
20	97153

L	97085
0 	96285
rg	94910
́l	93822
u'	93818
sc	93783
: 	93491
od	91456
um	91053
́d	90701
bo	89748
nu	87032
fr	86915
 J	86619
cc	86256
Ma	85824
jo	85753
) 	85348
ip	84884
mu	82967
ph	81016
pt	80875
ob	80330
́n	80307
ls	80271
vr	79724
og	79504
́v	79121
ud	78544
́m	77529
ub	77392
 N	76877
ib	76106
o 	76002
je	73218
 H	72593
nf	70436
Pa	68996
En	68200
Ce	67938
'o	67929
s'	67614
r,	66240
m 	65558
lt	64344
ay	63546
Co	61969
Il	61797
l’	61672
bu	61154
ef	60578
),	60578
rv	60204
́a	60168
ju	58581
oy	58124
nv	57774
ç	57119
sq	57055
De	56774
 V	56559
18	56127
̂m	55977
ô	53991
e-	53619
» 	53338
go	53083
̀c	51717
Ch	51345


	51324
n.	50884
of	50816
'A	50765
ys	50757
t.	50150
Sa	49752
̀m	49460
́f	48329
â	48026
Fr	47446
gl	47317
ya	47301
î	47198
fu	47009
n'	46115
f 	44701
É	44409
ix	44297
d’	43982
ug	43410
ps	42722
Ca	42631
L'	42615
01	42610
).	41982
i,	41829
ov	41694
t-	41630
ye	41032
Ro	40985
 W	40840
xi	40771
af	40709
xp	39888
 K	39750
5 	39736
 ;	39413
Un	39279
hu	39210
Da	39148
Al	38343
rl	38199
; 	38010
'h	38004
l,	37966
ja	37861
Po	37435
1 	37239
’e	37117
r.	37002
g 	36980
h 	36913
sm	36792
s-	36727
’a	36685
2 	36400
».	36222
Mo	36200
xe	35857
»,	35812
fl	35803
 3	35682
,.	35260
Be	35253
Ba	35105
Se	34936
Re	34838
Au	34766
́b	34712
́q	34664
Lo	34422
'E	34376
An	34162
rb	33657
 O	33522
́o	33321
́,	33170
ed	32845
sy	32600
II	32483
ck	32347
ds	31866
99	31756
To	30833
̧a	30829
4 	30712
aq	30369
3 	30314
̂l	30041
e)	29768
̀t	29675
oq	29246
nq	29094
 X	28971
Gr	28700
a,	28422
8 	28349
Bo	28109
Je	28066
6 	27895
s)	27629
d,	27422
Pe	27353
 U	27275
rq	27262
7 	27100
Br	27068
ey	27063
97	26913
ù	26860
z 	26846

E	26740
No	26716
Pr	26685
Ha	26637

A	26621
rp	26485
œu	26344
lm	26298
xt	26274
ty	26216
ly	26206
10	26031
Me	25664
k 	25578
..	25547
0,	25464
17	25457
 4	25151
ez	25113
̀n	25090
p 	25066
 y	25039
ry	25017
St	24976
Ar	24915
 0	24881
eg	24818
9 	24687
l.	24532
ke	24487
El	24344
Di	24221
Th	24045
oo	23946
So	23919
ld	23906
Li	23852
98	23820
Mi	23430
bs	23399
(1	23386
Vi	23383
 5	22861
Ga	22618

D	22563
Jo	22245
hr	21801
 %	21775
15	21725
ym	21596
uj	21534
uf	21344
rf	21326
Su	21214
16	21178
Ja	20961
́.	20765
96	20541
fs	20504
̧o	20423
aj	20359
yp	20306
i-	20301
x,	20214
He	20203
À	20109
94	20082
Si	19776
oe	19664
ki	19627
-c	19381
Ne	19255
-d	19141
hn	19024
sh	18991
u,	18866
ze	18857
Ho	18825
̂n	18811
û	18795
Ge	18766

C	18664
cs	18556
12	18550
Na	18548
93	18316
y,	18252
Ie	18176
50	18149
90	18136
n)	17998
lg	17991
13	17985
-1	17960
ae	17941
95	17854
p.	17835
(e	17648
14	17637
tc	17579
In	17514
1,	17480
̀g	17451
 9	17411
nr	17353
hy	17343
vu	17329
̂c	17327
Tr	17213
lq	17209
— 	17174
Ve	17080
2,	17059
 6	17036
% 	16859
ï	16839
11	16813
n-	16693
eo	16645
Pi	16642
zo	16626
’i	16576
 —	16452
91	16451
  	16410

P	16395
92	16000
 7	15840
Sc	15837
 k	15762
30	15717
Gu	15586
'I	15505
eb	15425
yl	15396
za	15356
Fo	15313
rk	15170
6,	15169
yn	15112
5,	15080
o,	14951
Ra	14937
yc	14917
’u	14896
4,	14843
ah	14809
az	14794
Bi	14748
Te	14735
3,	14731
 8	14687
Ju	14683
8,	14584
7,	14462
ka	14419
Qu	14407
80	14392
-e	14197
̀l	14116
'O	14113
-m	14077
s
	14076
,,	14011
9,	13944
ak	13936
oh	13910
ew	13725
ny	13649
c'	13633
 Y	13618
lb	13612
 [	13538
Ni	13447
Pl	13391
Wi	13368

S	13309
 Q	13258
wa	13244
ms	13229
ee	13197
ao	13193
Cl	13187
b 	13185
d.	13177
Am	13070
Fa	12917
Wa	12832
̀v	12756
zi	12744
60	12630
Ap	12601
XI	12558
yr	12415
Du	12355
:
	12305
ow	12243
e
	12240
iz	12223
Do	12142
xa	12070
cq	11999
u’	11993
N 	11989
(I	11909
m,	11881
Ri	11857
 z	11826
Eu	11713
yo	11631
o-	11610
x.	11606
iu	11598
gt	11532
70	11513
40	11512
Ai	11506
̀d	11501
cy	11499
sl	11484
78	11481
Va	11431
-2	11394
] 	11321
VI	11317
89	11317
C'	11252
25	11199
i.	11196
Mu	11186
Hi	11137
I 	11116
́j	11110
ax	11075
bj	11068
gh	11018
 œ	10993
Fi	10975
dm	10932
Lu	10890
Xe	10854
IS	10853
nz	10816
a.	10809
-C	10805
Or	10795
Fe	10789
x-	10772
-a	10737
ik	10637
xc	10584
Go	10539
yt	10481
d-	10474
85	10472
lp	10434
88	10398
BN	10318
’o	10225
Cr	10198
Ta	10155
u.	10146
C 	10143
On	10142
86	10105
Es	10103
Is	10081
ko	9971
ox	9970
87	9819
SB	9803
w 	9802
oj	9789
tl	9784
Ka	9750
02	9714
uo	9698
)
	9652
Bu	9647
Em	9564
q 	9557
0.	9545
XV	9514
 Z	9502
 
	9441
dy	9391
-B	9373
(l	9351
my	9319
gm	9295
07	9287
h,	9280
84	9278
-s	9262
As	9227
21	9177
sk	9167
c,	9151
bt	9144
06	9102
g,	9072
 -	9051
-U	9046
c.	9026
s’	8998
2-	8985
05	8963
22	8924
sf	8874
ok	8864
Ph	8840
Av	8839
Sh	8839
́u	8817
nk	8717
lc	8604

(	8590
by	8562
08	8471
lf	8452
»
	8406
bb	8391
- 	8357
(c	8302
(d	8221
83	8154
Bl	8118
Yo	8093
24	8076
-l	8037
mn	7998
wi	7982
-M	7977

M	7966
»)	7962
ks	7891
'H	7885
28	7880
82	7879
r-	7856
04	7853
(a	7850
27	7832
09	7815
81	7782
u-	7739
Ti	7716
8-	7709
̂g	7677
oa	7642
A 	7598
we	7581
Sp	7557
Gi	7556
03	7556
79	7552
75	7502
Ke	7493
Ou	7474
23	7447
gg	7442
’A	7436
k,	7370
ej	7333
(p	7230
tz	7223

I	7211
gs	7203
Hu	7190
-t	7134
26	7132
uz	7015
D'	6959
ht	6955
Ci	6953
45	6923
0-	6920
35	6853
Ru	6808
29	6793
'U	6748
IX	6748
-P	6715
sn	6654
31	6632
o.	6550
eq	6535
-p	6514
’E	6510
[.	6494
.]	6486
nj	6483
km	6472
Ad	6466

«	6466
ë	6415
Tu	6383
-A	6372
sb	6296
n’	6273
At	6265
t)	6244
We	6225
-S	6220
y.	6214
It	6178
uy	6163
32	6136
gy	6128
2.	6120
Ac	6101
eh	6097
L’	6067
'y	6065
1.	6054
hm	6050
m.	6038
0)	6028
(«	6026

T	6019
-0	6010
hl	6009

U	6004
lv	5999
Ki	5994
.)	5990
̧u	5990
Fl	5975
nh	5975
48	5947
yd	5917
-L	5914
Af	5911
ek	5907
XX	5905
mt	5905
f,	5903
76	5894
65	5870
C.	5867
dg	5852
.,	5843
aw	5842
Vo	5822
(s	5815

R	5813
Ko	5797
̈l	5794
a)	5787
36	5771
nl	5763
44	5749
38	5740
(2	5725
'œ	5716
37	5666
J.	5642
47	5601
33	5594
55	5591
77	5568
5.	5561
́i	5554
Ir	5548
74	5529
64	5518
42	5499
72	5486
2)	5471
dd	5469
’h	5463
67	5456
 w	5455
-f	5454
71	5450
34	5448
Pu	5382
41	5378
1)	5297
62	5289
51	5283
66	5237
Ed	5225
r)	5222
S 	5220
uh	5207
3.	5201
68	5192
Ol	5189
tb	5188
39	5148
63	5128
f.	5127
8.	5123
5)	5115
52	5098
lk	5098
-v	5095
6.	5095
73	5090
7.	5088
4.	5084
l-	5065
-i	5048
9.	5011
46	5007
IV	5007
58	4977
3)	4963
61	4954
1-	4935
8)	4921
43	4919
59	4913
V 	4893
tm	4892
4)	4890
uk	4888
̈s	4870
56	4864
49	4840
Wo	4832
53	4830
6)	4826

J	4805
hs	4787
Dr	4785
54	4775
57	4774
sr	4765
7)	4761
nm	4757
wo	4748
̀b	4731
uq	4705
̀-	4688

B	4688
69	4544
3-	4522
-o	4520
-D	4473
9)	4466
I,	4461
́h	4439
v.	4428
;
	4417
Ab	4399
,5	4363
(C	4280
lh	4261
-G	4252
oz	4214
ky	4194
7-	4192
̈n	4135
a-	4122
1e	4110
5-	4101
-F	4099
 ?	4097
4-	4096
! 	4046
kh	3996
Sy	3993
rh	3985
kl	3972

F	3943
̀q	3936
.-	3930
(t	3909
ku	3866
z,	3841
-E	3823
